invoice_date,invoice_reference,invoice_category,invoice_payment_method,invoice_amount,username
23/06/2024,INV/2024/01475,viagens,MBWAY,581.75,pedro
23/06/2024,INV/2024/03560,lazer,PT50444555666,165.75,pedro
23/06/2025,INV/2025/02202,tecnologia,MASTERCARD,4957.68,rita
23/06/2025,INV/2025/02157,educacao,PT50123456789,1333.66,joao
23/06/2025,INV/2025/03816,cars,VISA,168490.88,joao
23/06/2026,INV/2026/02073,alimentacao,PT50444555666,257.96,sofia
23/06/2026,INV/2026/04906,casa,MBWAY,3297.68,joao
23/06/2026,INV/2026/04510,casa,VISA,4221.92,maria
23/06/2026,INV/2026/00254,saude,PT50123456789,1859.92,miguel
23/06/2026,INV/2026/02727,tecnologia,MASTERCARD,5303.83,maria
23/07/2023,INV/2023/00441,tecnologia,PT50123456789,215.9,pedro
23/07/2023,INV/2023/03749,lazer,PT50987654321,447.06,maria
23/07/2023,INV/2023/03826,alimentacao,PT50123456789,270.01,sofia
23/07/2023,INV/2023/04658,cars,PT50123456789,402994.1,maria
23/07/2023,INV/2023/00654,tecnologia,VISA,2449.42,ana
23/07/2024,INV/2024/04995,educacao,PT50987654321,1480.34,goncalo
23/07/2024,INV/2024/03697,educacao,PT50987654321,2473.65,sofia
23/07/2024,INV/2024/04543,alimentacao,PT50123456789,250.17,rita
23/07/2024,INV/2024/03841,tecnologia,MBWAY,1948.43,ana
23/07/2024,INV/2024/03275,saude,4553363636,793.03,goncalo
23/07/2025,INV/2025/03079,lazer,PT50123456789,243.46,pedro
23/07/2025,INV/2025/02551,cars,PAYPAL,199067.77,goncalo
23/07/2025,INV/2025/01631,tecnologia,PT50987654321,4956.09,pedro
23/07/2025,INV/2025/02099,alimentacao,4553363636,65.87,joao
23/07/2026,INV/2026/00583,cars,PAYPAL,472684.85,miguel
23/07/2026,INV/2026/04781,educacao,PT50987654321,1837.78,joao
23/07/2026,INV/2026/00898,saude,PT50123456789,1677.53,sofia
23/07/2026,INV/2026/00126,tecnologia,4553363636,2505.63,sofia
23/07/2026,INV/2026/02954,educacao,PAYPAL,974.34,joao
23/07/2026,INV/2026/04611,saude,PT50123456789,1049.04,miguel
23/08/2023,INV/2023/03148,tecnologia,MBWAY,3093.2,pedro
23/08/2024,INV/2024/01515,saude,MBWAY,247.73,pedro
23/08/2024,INV/2024/02552,educacao,PAYPAL,2090.08,rita
23/08/2025,INV/2025/03690,cars,MBWAY,239717.36,maria
23/08/2025,INV/2025/00846,casa,MBWAY,4687.12,sofia
23/08/2025,INV/2025/00104,cars,PT50444555666,45638.55,rita
23/08/2026,INV/2026/02711,tecnologia,4553363636,5601.98,joao
23/08/2026,INV/2026/00092,alimentacao,PAYPAL,86.32,ana
23/08/2026,INV/2026/00206,viagens,PAYPAL,7416.45,joao
23/08/2026,INV/2026/00117,alimentacao,VISA,199.24,sofia
23/08/2026,INV/2026/04772,tecnologia,PT50123456789,3471.54,sofia
23/08/2026,INV/2026/03361,viagens,4553363636,5638.92,ana
23/08/2026,INV/2026/03004,saude,PAYPAL,1401.76,goncalo
23/09/2023,INV/2023/02905,cars,MASTERCARD,498375.25,maria
23/09/2023,INV/2023/01484,viagens,4553363636,585.7,joao
23/09/2023,INV/2023/03593,tecnologia,MASTERCARD,3011.8,pedro
23/09/2024,INV/2024/03223,viagens,PT50444555666,2445.07,sofia
23/09/2024,INV/2024/04220,educacao,PT50444555666,182.35,joao
23/09/2024,INV/2024/03538,casa,PT50444555666,7504.06,ana
23/09/2024,INV/2024/02858,educacao,PT50123456789,1216.46,pedro
23/09/2024,INV/2024/01439,viagens,MASTERCARD,4218.86,maria
23/09/2025,INV/2025/04476,cars,PT50123456789,364670.42,ana
23/09/2025,INV/2025/02150,tecnologia,PT50123456789,894.5,maria
23/09/2025,INV/2025/02710,educacao,PT50123456789,637.63,rita
23/09/2025,INV/2025/03086,cars,MASTERCARD,241576.34,maria
23/09/2025,INV/2025/02991,alimentacao,PT50123456789,219.17,ana
23/09/2025,INV/2025/03451,alimentacao,PT50444555666,170.82,pedro
23/09/2025,INV/2025/00378,lazer,MBWAY,946.56,rita
23/09/2025,INV/2025/01084,alimentacao,MASTERCARD,149.55,ana
23/09/2025,INV/2025/00159,saude,PT50444555666,1349.83,goncalo
23/09/2026,INV/2026/01394,alimentacao,VISA,234.25,pedro
23/10/2023,INV/2023/03585,alimentacao,MBWAY,131.55,ana
23/10/2023,INV/2023/04747,alimentacao,4553363636,192.45,miguel
23/10/2024,INV/2024/01562,lazer,MBWAY,108.14,joao
23/10/2024,INV/2024/03321,viagens,PT50123456789,1716.95,ana
23/10/2024,INV/2024/02529,cars,PT50444555666,361656.67,pedro
23/10/2024,INV/2024/01344,casa,MASTERCARD,9391.02,pedro
23/10/2025,INV/2025/00268,viagens,PT50987654321,4842.58,joao
23/10/2026,INV/2026/00621,alimentacao,VISA,58.73,pedro
23/10/2026,INV/2026/03740,lazer,PT50987654321,438.64,ana
23/10/2026,INV/2026/01892,casa,4553363636,8072.89,maria
23/10/2026,INV/2026/02534,cars,4553363636,154530.7,goncalo
23/11/2023,INV/2023/02193,educacao,PT50123456789,2464.64,miguel
23/11/2023,INV/2023/00178,tecnologia,MASTERCARD,4363.16,rita
23/11/2023,INV/2023/03731,educacao,VISA,2362.4,maria
23/11/2023,INV/2023/01877,alimentacao,PT50123456789,63.27,ana
23/11/2023,INV/2023/04307,casa,PT50123456789,3057.3,goncalo
23/11/2024,INV/2024/02696,viagens,MASTERCARD,583.89,miguel
23/11/2024,INV/2024/03579,casa,MASTERCARD,159.34,maria
23/11/2024,INV/2024/04433,viagens,PT50987654321,7214.71,rita
23/11/2024,INV/2024/00429,educacao,MASTERCARD,2405.62,goncalo
23/11/2024,INV/2024/02047,educacao,PT50123456789,887.14,goncalo
23/11/2025,INV/2025/02342,lazer,PT50444555666,530.84,pedro
23/11/2025,INV/2025/03989,educacao,PAYPAL,1742.77,sofia
23/11/2025,INV/2025/00900,cars,MBWAY,244885.43,maria
23/11/2025,INV/2025/03362,lazer,PT50123456789,623.56,goncalo
23/11/2026,INV/2026/04291,lazer,PAYPAL,948.13,sofia
23/11/2026,INV/2026/04230,alimentacao,PT50123456789,7964.45,pedro
23/12/2023,INV/2023/01403,tecnologia,PT50987654321,420.48,miguel
23/12/2023,INV/2023/02460,alimentacao,PT50444555666,246.14,maria
23/12/2023,INV/2023/02208,tecnologia,4553363636,1802.25,goncalo
23/12/2023,INV/2023/03934,cars,PAYPAL,291145.71,ana
23/12/2023,INV/2023/04116,alimentacao,PAYPAL,271.67,ana
23/12/2023,INV/2023/02067,casa,4553363636,9895.9,rita
23/12/2025,INV/2025/03684,educacao,4553363636,625.56,ana
23/12/2025,INV/2025/01541,tecnologia,PAYPAL,4914.9,maria
23/12/2025,INV/2025/01964,casa,MBWAY,9325.08,sofia
23/12/2025,INV/2025/01683,viagens,PT50444555666,1795.28,goncalo
23/12/2025,INV/2025/03613,alimentacao,PT50987654321,255.81,miguel
23/12/2025,INV/2025/01145,cars,VISA,346891.29,rita
23/12/2026,INV/2026/01959,cars,4553363636,292606.92,rita
23/12/2026,INV/2026/01423,lazer,PAYPAL,774.1,joao
23/12/2026,INV/2026/01094,viagens,MASTERCARD,4961.64,joao
23/12/2026,INV/2026/02137,tecnologia,PAYPAL,428.05,ana
23/12/2026,INV/2026/02441,lazer,PT50987654321,292.7,goncalo
24/01/2023,INV/2023/03193,viagens,PT50444555666,225.76,rita
24/01/2023,INV/2023/03411,educacao,MASTERCARD,1305.66,ana
24/01/2024,INV/2024/02630,tecnologia,PT50123456789,3578.85,miguel
24/01/2024,INV/2024/03483,alimentacao,PT50444555666,186.3,rita
24/01/2024,INV/2024/00097,viagens,PT50987654321,1948.59,pedro
24/01/2025,INV/2025/03009,tecnologia,MASTERCARD,1853.99,ana
24/01/2025,INV/2025/03743,tecnologia,MASTERCARD,3884.08,sofia
24/01/2025,INV/2025/00238,casa,MBWAY,1362.04,sofia
24/01/2026,INV/2026/01006,viagens,VISA,4182.42,pedro
24/01/2026,INV/2026/00584,viagens,4553363636,6343.48,miguel
24/01/2026,INV/2026/00590,saude,PT50987654321,1805.09,pedro
24/02/2023,INV/2023/03456,tecnologia,PAYPAL,1687.85,ana
24/02/2024,INV/2024/03927,alimentacao,4553363636,175.27,maria
24/02/2024,INV/2024/03843,tecnologia,MASTERCARD,5409.87,joao
24/02/2024,INV/2024/03600,alimentacao,4553363636,261.28,sofia
24/02/2025,INV/2025/03162,alimentacao,MASTERCARD,234.65,sofia
24/02/2025,INV/2025/01974,lazer,MASTERCARD,404.4,pedro
24/02/2025,INV/2025/03435,viagens,PAYPAL,5333.48,joao
24/02/2026,INV/2026/01880,educacao,PT50123456789,931.76,miguel
24/03/2023,INV/2023/04110,saude,PT50987654321,1894.03,sofia
24/03/2023,INV/2023/04111,lazer,4553363636,529.73,sofia
24/03/2023,INV/2023/01801,cars,VISA,496052.75,pedro
24/03/2023,INV/2023/01966,educacao,4553363636,405.93,rita
24/03/2023,INV/2023/01875,casa,MASTERCARD,9786.3,joao
24/03/2024,INV/2024/02948,cars,4553363636,335979.66,joao
24/03/2025,INV/2025/01333,alimentacao,PT50987654321,249.15,goncalo
24/03/2025,INV/2025/04224,casa,VISA,7994.31,pedro
24/03/2025,INV/2025/04552,educacao,PT50987654321,1945.06,joao
24/03/2026,INV/2026/04948,viagens,4553363636,5524.25,miguel
24/03/2026,INV/2026/01635,viagens,PT50123456789,5293.61,rita
24/03/2026,INV/2026/00696,educacao,MBWAY,1586.03,pedro
24/04/2023,INV/2023/00783,alimentacao,PT50444555666,264.21,sofia
24/04/2023,INV/2023/02477,saude,PT50987654321,294.09,pedro
24/04/2023,INV/2023/00138,alimentacao,PAYPAL,118.82,pedro
24/04/2024,INV/2024/03228,saude,4553363636,1163.67,goncalo
24/04/2024,INV/2024/00080,educacao,MBWAY,1688.99,sofia
24/04/2024,INV/2024/03493,viagens,4553363636,3768.78,maria
24/04/2024,INV/2024/01154,viagens,PT50123456789,6373.89,joao
24/04/2025,INV/2025/01380,alimentacao,MBWAY,84.02,joao
24/04/2025,INV/2025/03065,alimentacao,MASTERCARD,128.29,pedro
24/04/2025,INV/2025/02932,educacao,MBWAY,1617.47,ana
24/04/2026,INV/2026/02318,saude,MBWAY,988.67,sofia
24/04/2026,INV/2026/04390,casa,PT50123456789,2820.7,rita
24/05/2023,INV/2023/03922,cars,4553363636,471489.47,rita
24/05/2023,INV/2023/00595,casa,VISA,3336.22,pedro
24/05/2023,INV/2023/04140,lazer,4553363636,793.42,joao
24/05/2023,INV/2023/02984,lazer,4553363636,460.07,joao
24/05/2024,INV/2024/04721,lazer,MBWAY,514.38,pedro
24/05/2024,INV/2024/01357,casa,PAYPAL,4336.63,miguel
24/05/2024,INV/2024/01060,alimentacao,PT50444555666,94.08,ana
24/05/2024,INV/2024/03496,educacao,MASTERCARD,1103.54,goncalo
24/05/2025,INV/2025/03840,saude,PT50444555666,342.14,sofia
24/05/2025,INV/2025/02970,cars,MASTERCARD,190194.21,joao
24/05/2026,INV/2026/03948,casa,4553363636,746.4,maria
24/05/2026,INV/2026/03751,tecnologia,PT50987654321,1529.47,miguel
24/06/2023,INV/2023/02381,viagens,4553363636,429.57,sofia
24/06/2023,INV/2023/04805,saude,PT50987654321,867.0,goncalo
24/06/2024,INV/2024/00088,cars,PT50123456789,52336.5,maria
24/06/2024,INV/2024/04143,casa,PT50444555666,633.37,maria
24/06/2024,INV/2024/04129,lazer,MASTERCARD,559.33,goncalo
24/06/2024,INV/2024/02576,cars,PT50444555666,439632.94,ana
24/06/2024,INV/2024/02779,tecnologia,MBWAY,3716.48,maria
24/06/2025,INV/2025/01626,tecnologia,MBWAY,4580.4,miguel
24/06/2025,INV/2025/01615,viagens,PT50444555666,5860.69,joao
24/06/2025,INV/2025/04358,casa,PAYPAL,3124.75,pedro
24/06/2025,INV/2025/04881,viagens,4553363636,301.9,joao
24/06/2025,INV/2025/01146,educacao,PAYPAL,949.73,goncalo
24/06/2025,INV/2025/03263,cars,PT50123456789,12250.5,ana
24/06/2025,INV/2025/01943,cars,PT50444555666,370242.04,rita
24/06/2025,INV/2025/02843,casa,PT50444555666,3914.14,miguel
24/06/2025,INV/2025/00328,casa,PT50444555666,3002.67,sofia
24/06/2026,INV/2026/02328,saude,PAYPAL,1051.59,maria
24/06/2026,INV/2026/00532,tecnologia,PT50987654321,1457.88,sofia
24/06/2026,INV/2026/03198,saude,4553363636,818.9,ana
24/07/2023,INV/2023/03966,educacao,MASTERCARD,16395.17,joao
24/07/2023,INV/2023/01205,viagens,MBWAY,6995.86,rita
24/07/2025,INV/2025/03218,cars,PT50444555666,112841.7,pedro
24/07/2025,INV/2025/02450,alimentacao,MASTERCARD,21.72,sofia
24/07/2025,INV/2025/01197,lazer,VISA,922.86,miguel
24/07/2025,INV/2025/04971,cars,VISA,146495.61,ana
24/07/2025,INV/2025/04664,lazer,PT50444555666,479.66,sofia
24/07/2026,INV/2026/00618,viagens,PT50444555666,529.97,maria
24/07/2026,INV/2026/03553,alimentacao,PAYPAL,68.03,maria
24/07/2026,INV/2026/01477,viagens,MASTERCARD,3938.8,miguel
24/08/2023,INV/2023/03350,viagens,PT50987654321,6760.99,sofia
24/08/2023,INV/2023/01302,alimentacao,MASTERCARD,290.9,rita
24/08/2023,INV/2023/03063,lazer,PT50987654321,398.6,rita
24/08/2023,INV/2023/02695,saude,PT50444555666,1284.76,maria
24/08/2023,INV/2023/00801,alimentacao,PAYPAL,96.78,ana
24/08/2023,INV/2023/00416,alimentacao,PT50987654321,194.68,ana
24/08/2024,INV/2024/01032,cars,MASTERCARD,25621.6,sofia
24/08/2024,INV/2024/00817,saude,MASTERCARD,180.61,rita
24/08/2024,INV/2024/01395,educacao,PT50123456789,1122.67,maria
24/08/2025,INV/2025/04511,lazer,MASTERCARD,128.77,rita
24/08/2026,INV/2026/02742,saude,MASTERCARD,588.51,joao
24/08/2026,INV/2026/03501,casa,4553363636,7573.93,sofia
24/09/2023,INV/2023/01186,saude,PT50123456789,1082.58,miguel
24/09/2024,INV/2024/03769,educacao,PAYPAL,1367.91,sofia
24/09/2024,INV/2024/00271,tecnologia,PAYPAL,213.28,joao
24/09/2025,INV/2025/03825,alimentacao,PT50987654321,118.77,miguel
24/09/2025,INV/2025/02181,saude,PAYPAL,178.74,miguel
24/09/2025,INV/2025/02751,viagens,PAYPAL,1625.49,pedro
24/09/2025,INV/2025/03319,educacao,PT50987654321,1333.93,pedro
24/10/2023,INV/2023/03355,lazer,MBWAY,594.44,pedro
24/10/2023,INV/2023/02746,viagens,PT50987654321,6546.53,pedro
24/10/2023,INV/2023/00463,alimentacao,PT50123456789,76.07,ana
24/10/2023,INV/2023/01173,saude,4553363636,527.31,miguel
24/10/2023,INV/2023/02851,tecnologia,PT50123456789,3746.57,joao
24/10/2023,INV/2023/00588,casa,MBWAY,8359.69,miguel
24/10/2023,INV/2023/01977,alimentacao,MASTERCARD,143.96,rita
24/10/2023,INV/2023/03357,saude,MBWAY,1092.39,pedro
24/10/2024,INV/2024/00837,alimentacao,VISA,2089.64,joao
24/10/2024,INV/2024/04488,educacao,MBWAY,1530.86,rita
24/10/2024,INV/2024/04785,casa,MBWAY,1604.05,maria
24/10/2025,INV/2025/00854,casa,VISA,6153.54,pedro
24/10/2026,INV/2026/03168,lazer,PAYPAL,377.38,miguel
24/10/2026,INV/2026/01902,lazer,VISA,974.22,rita
24/10/2026,INV/2026/01938,casa,PT50123456789,5050.73,goncalo
24/11/2023,INV/2023/04387,saude,PT50444555666,986.55,maria
24/11/2023,INV/2023/02346,cars,MBWAY,470364.39,maria
24/11/2023,INV/2023/00205,educacao,PT50987654321,288.04,sofia
24/11/2024,INV/2024/01855,alimentacao,PT50123456789,27.93,ana
24/11/2024,INV/2024/04187,tecnologia,4553363636,4228.73,rita
24/11/2024,INV/2024/04271,cars,MBWAY,114398.8,rita
24/11/2024,INV/2024/02215,tecnologia,PT50444555666,4961.57,goncalo
24/11/2024,INV/2024/01791,tecnologia,MBWAY,1499.67,maria
24/11/2024,INV/2024/03423,lazer,PAYPAL,412.72,pedro
24/11/2025,INV/2025/02182,educacao,VISA,971.76,sofia
24/11/2025,INV/2025/04275,alimentacao,MASTERCARD,208.73,maria
24/11/2025,INV/2025/04398,viagens,PT50987654321,3561.47,sofia
24/11/2025,INV/2025/02543,viagens,4553363636,5570.07,goncalo
24/11/2025,INV/2025/00547,educacao,MBWAY,2393.67,goncalo
24/11/2025,INV/2025/00655,alimentacao,MASTERCARD,71.84,maria
24/11/2026,INV/2026/04222,saude,PT50987654321,931.94,pedro
24/11/2026,INV/2026/01521,lazer,MBWAY,733.22,goncalo
24/11/2026,INV/2026/02305,viagens,PT50987654321,3313.08,sofia
24/11/2026,INV/2026/00225,cars,MASTERCARD,146750.3,maria
24/11/2026,INV/2026/04374,casa,MBWAY,6847.43,maria
24/12/2023,INV/2023/03145,educacao,PAYPAL,139.88,miguel
24/12/2023,INV/2023/02488,alimentacao,MASTERCARD,40.5,pedro
24/12/2023,INV/2023/00993,cars,MASTERCARD,242543.39,joao
24/12/2023,INV/2023/00056,cars,PT50987654321,404452.5,goncalo
24/12/2024,INV/2024/03980,tecnologia,MASTERCARD,1413.44,sofia
24/12/2024,INV/2024/00554,alimentacao,PT50444555666,184.36,rita
24/12/2024,INV/2024/00242,lazer,PAYPAL,160.51,miguel
24/12/2024,INV/2024/01040,viagens,MASTERCARD,1421.45,joao
24/12/2024,INV/2024/03322,educacao,VISA,347.59,miguel
24/12/2024,INV/2024/00903,tecnologia,MASTERCARD,420.5,joao
24/12/2024,INV/2024/02091,viagens,PT50123456789,2998.68,goncalo
24/12/2024,INV/2024/00712,viagens,PAYPAL,4085.83,rita
24/12/2025,INV/2025/04091,cars,MBWAY,378704.32,ana
24/12/2025,INV/2025/00031,saude,VISA,1360.52,pedro
24/12/2025,INV/2025/04824,cars,PT50987654321,239501.81,joao
24/12/2025,INV/2025/04612,casa,VISA,6501.4,pedro
24/12/2025,INV/2025/02015,educacao,PT50444555666,1174.61,miguel
24/12/2025,INV/2025/01062,lazer,MBWAY,921.54,joao
24/12/2025,INV/2025/01068,educacao,PAYPAL,2307.81,pedro
24/12/2025,INV/2025/00345,cars,PT50987654321,420112.6,miguel
24/12/2026,INV/2026/03414,casa,4553363636,5630.35,goncalo
25/01/2023,INV/2023/01999,educacao,4553363636,161.58,pedro
25/01/2023,INV/2023/04661,viagens,PT50987654321,1350.22,joao
25/01/2023,INV/2023/02919,tecnologia,PAYPAL,35537.62,pedro
25/01/2023,INV/2023/02953,tecnologia,VISA,4904.65,goncalo
25/01/2023,INV/2023/02212,casa,PT50987654321,7428.04,pedro
25/01/2024,INV/2024/04136,cars,VISA,128757.33,ana
25/01/2024,INV/2024/04997,lazer,VISA,861.03,maria
25/01/2024,INV/2024/04246,cars,PT50987654321,85272.23,pedro
25/01/2024,INV/2024/02035,lazer,PT50444555666,815.68,miguel
25/01/2025,INV/2025/03295,tecnologia,PT50987654321,3767.2,goncalo
25/01/2025,INV/2025/02516,saude,VISA,1858.5,joao
25/01/2025,INV/2025/03801,casa,PT50987654321,1043.41,rita
25/01/2025,INV/2025/04315,saude,PT50123456789,1986.71,rita
25/01/2026,INV/2026/03494,saude,PT50444555666,1342.23,pedro
25/01/2026,INV/2026/00514,educacao,PAYPAL,2353.11,maria
25/01/2026,INV/2026/00396,viagens,VISA,2901.14,rita
25/01/2026,INV/2026/01919,alimentacao,PT50123456789,194.45,rita
25/02/2023,INV/2023/04152,alimentacao,MBWAY,179.4,miguel
25/02/2023,INV/2023/04733,casa,MBWAY,8175.76,ana
25/02/2024,INV/2024/01135,casa,PAYPAL,1433.18,pedro
25/02/2024,INV/2024/04204,saude,VISA,1902.98,ana
25/02/2024,INV/2024/04802,saude,PT50987654321,989.58,pedro
25/02/2024,INV/2024/03759,educacao,MASTERCARD,493.09,sofia
25/02/2024,INV/2024/01886,lazer,MASTERCARD,470.35,miguel
25/02/2025,INV/2025/02647,educacao,VISA,1816.6,goncalo
25/02/2025,INV/2025/02299,casa,PAYPAL,23149.04,sofia
25/02/2025,INV/2025/04416,alimentacao,PT50987654321,59.8,rita
25/02/2025,INV/2025/01366,educacao,MBWAY,1076.11,maria
25/02/2025,INV/2025/04149,viagens,PT50444555666,1146.29,pedro
25/02/2026,INV/2026/04296,educacao,PT50444555666,1529.37,maria
25/02/2026,INV/2026/00253,casa,PT50987654321,9357.03,sofia
25/02/2026,INV/2026/00828,casa,VISA,1339.72,ana
25/03/2023,INV/2023/00693,saude,MBWAY,373.55,goncalo
25/03/2023,INV/2023/01680,alimentacao,MBWAY,295.35,pedro
25/03/2023,INV/2023/00311,casa,PT50444555666,9532.88,pedro
25/03/2023,INV/2023/00342,alimentacao,VISA,148.29,rita
25/03/2024,INV/2024/02021,casa,MBWAY,4785.79,sofia
25/03/2024,INV/2024/02707,saude,MASTERCARD,740.27,pedro
25/03/2024,INV/2024/01091,alimentacao,PT50444555666,7708.2,pedro
25/03/2025,INV/2025/03587,lazer,PAYPAL,32.4,goncalo
25/03/2025,INV/2025/00931,cars,PT50444555666,475244.55,goncalo
25/03/2025,INV/2025/02115,viagens,MBWAY,7153.89,pedro
25/03/2025,INV/2025/01837,alimentacao,PT50123456789,188.88,joao
25/03/2025,INV/2025/03204,viagens,PT50987654321,256.46,goncalo
25/03/2025,INV/2025/00908,tecnologia,4553363636,4277.76,maria
25/03/2025,INV/2025/00022,casa,PT50123456789,2469.44,joao
25/03/2026,INV/2026/00305,tecnologia,PT50123456789,163058.75,goncalo
25/04/2023,INV/2023/01567,viagens,MBWAY,2978.38,rita
25/04/2023,INV/2023/02947,saude,PT50444555666,1122.11,sofia
25/04/2023,INV/2023/02420,educacao,PT50987654321,2215.9,rita
25/04/2023,INV/2023/02139,saude,MBWAY,750.31,pedro
25/04/2024,INV/2024/02217,casa,PT50987654321,7409.25,pedro
25/04/2025,INV/2025/02167,saude,MASTERCARD,1023.42,sofia
25/04/2025,INV/2025/04977,educacao,MASTERCARD,2310.05,ana
25/04/2026,INV/2026/00930,educacao,MBWAY,2446.64,rita
25/04/2026,INV/2026/01304,casa,PAYPAL,2093.96,rita
25/04/2026,INV/2026/04383,lazer,MASTERCARD,364.31,miguel
25/05/2023,INV/2023/02453,saude,MASTERCARD,861.63,miguel
25/05/2023,INV/2023/04789,educacao,PT50987654321,547.43,rita
25/05/2023,INV/2023/01267,casa,VISA,4725.09,sofia
25/05/2024,INV/2024/02835,tecnologia,PT50123456789,5734.04,maria
25/05/2024,INV/2024/01254,saude,MBWAY,501.42,goncalo
25/05/2024,INV/2024/04160,saude,PT50987654321,1789.79,rita
25/05/2024,INV/2024/03394,casa,PT50123456789,7754.88,goncalo
25/05/2025,INV/2025/01447,lazer,PAYPAL,739.41,goncalo
25/05/2025,INV/2025/04793,cars,PT50123456789,213742.93,maria
25/05/2026,INV/2026/04434,alimentacao,PT50987654321,88.53,pedro
25/05/2026,INV/2026/02737,alimentacao,PT50123456789,118.68,sofia
25/05/2026,INV/2026/00511,alimentacao,MASTERCARD,28.25,rita
25/05/2026,INV/2026/01058,lazer,PT50123456789,458.67,sofia
25/05/2026,INV/2026/00409,casa,MASTERCARD,7085.73,pedro
25/05/2026,INV/2026/03085,cars,PT50444555666,169364.77,goncalo
25/06/2023,INV/2023/04592,alimentacao,PT50987654321,235.09,pedro
25/06/2023,INV/2023/04655,viagens,PAYPAL,2316.14,maria
25/06/2023,INV/2023/03006,educacao,MBWAY,475.46,goncalo
25/06/2024,INV/2024/00371,saude,MBWAY,1025.97,sofia
25/06/2025,INV/2025/01816,casa,MASTERCARD,3332.4,rita
25/06/2026,INV/2026/04212,saude,PT50444555666,1293.89,sofia
25/07/2023,INV/2023/03000,lazer,VISA,491.13,sofia
25/07/2024,INV/2024/00969,lazer,PT50987654321,582.77,ana
25/07/2024,INV/2024/03767,lazer,MASTERCARD,441.68,goncalo
25/07/2024,INV/2024/04058,educacao,PT50444555666,374.02,joao
25/07/2024,INV/2024/00276,saude,PT50987654321,1664.82,rita
25/07/2024,INV/2024/04924,cars,PT50987654321,245457.34,maria
25/07/2025,INV/2025/02336,cars,4553363636,446088.84,goncalo
25/07/2025,INV/2025/02588,casa,MBWAY,1928.17,miguel
25/07/2025,INV/2025/02925,tecnologia,VISA,3287.1,miguel
25/07/2025,INV/2025/04712,saude,PAYPAL,1494.98,sofia
25/07/2026,INV/2026/02090,cars,MASTERCARD,271117.5,pedro
25/07/2026,INV/2026/04306,cars,MBWAY,16831.01,sofia
25/07/2026,INV/2026/01494,cars,PT50987654321,131016.24,goncalo
25/07/2026,INV/2026/03902,alimentacao,MASTERCARD,193.78,pedro
25/08/2023,INV/2023/01085,educacao,PAYPAL,984.36,joao
25/08/2023,INV/2023/01368,casa,PT50987654321,445902.82,sofia
25/08/2023,INV/2023/00653,lazer,PT50444555666,510.13,pedro
25/08/2024,INV/2024/03545,cars,PAYPAL,226601.29,miguel
25/08/2024,INV/2024/03537,casa,MASTERCARD,901.8,sofia
25/08/2024,INV/2024/04376,tecnologia,PT50123456789,3348.69,goncalo
25/08/2024,INV/2024/02057,lazer,PT50123456789,519.41,ana
25/08/2024,INV/2024/01367,alimentacao,PAYPAL,123.95,miguel
25/08/2025,INV/2025/01787,educacao,PT50123456789,978.38,miguel
25/08/2025,INV/2025/02060,viagens,MASTERCARD,6749.34,maria
25/08/2025,INV/2025/04983,lazer,PT50987654321,548.48,maria
25/08/2025,INV/2025/00598,casa,MBWAY,673.05,sofia
25/08/2025,INV/2025/00174,cars,4553363636,258336.94,ana
25/08/2025,INV/2025/01090,viagens,4553363636,6328.02,rita
25/08/2025,INV/2025/03567,casa,MASTERCARD,1436.41,rita
25/08/2025,INV/2025/03651,viagens,MBWAY,2175.04,ana
25/08/2025,INV/2025/00466,alimentacao,MASTERCARD,270.01,rita
25/08/2025,INV/2025/04435,lazer,VISA,680.65,maria
25/09/2023,INV/2023/00891,saude,4553363636,1644.04,miguel
25/09/2023,INV/2023/00111,casa,PAYPAL,8948.82,sofia
25/09/2025,INV/2025/01986,casa,PT50444555666,2321.86,rita
25/09/2025,INV/2025/04377,casa,PT50987654321,4532.31,goncalo
25/09/2025,INV/2025/04640,viagens,VISA,1836.83,miguel
25/09/2026,INV/2026/00994,casa,VISA,4793.11,rita
25/09/2026,INV/2026/04967,viagens,PT50444555666,3239.47,miguel
25/09/2026,INV/2026/01353,viagens,MASTERCARD,6538.81,rita
25/09/2026,INV/2026/03696,viagens,VISA,4486.82,pedro
25/09/2026,INV/2026/03035,casa,VISA,4943.96,pedro
25/10/2023,INV/2023/01939,lazer,4553363636,850.43,ana
25/10/2023,INV/2023/04860,viagens,MBWAY,5760.68,joao
25/10/2024,INV/2024/01231,cars,PT50123456789,437900.23,miguel
25/10/2024,INV/2024/04656,lazer,PAYPAL,489.88,pedro
25/10/2024,INV/2024/01399,cars,PT50123456789,283936.78,joao
25/10/2024,INV/2024/02590,tecnologia,MBWAY,3640.1,goncalo
25/10/2025,INV/2025/03687,saude,MASTERCARD,181.84,sofia
25/10/2025,INV/2025/02700,alimentacao,MBWAY,86.79,rita
25/10/2025,INV/2025/03250,casa,PAYPAL,8978.98,miguel
25/10/2025,INV/2025/00785,lazer,MASTERCARD,483.91,ana
25/10/2025,INV/2025/03092,casa,PAYPAL,2022.44,rita
25/10/2026,INV/2026/03954,alimentacao,PAYPAL,68.87,joao
25/10/2026,INV/2026/01208,casa,MASTERCARD,6518.54,miguel
25/11/2023,INV/2023/02792,alimentacao,PT50444555666,149.94,ana
25/11/2023,INV/2023/02545,alimentacao,4553363636,169.91,rita
25/11/2023,INV/2023/04670,educacao,PAYPAL,1792.18,rita
